game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,video_average_views,game_name,links,global_sales
"Sam & Max Episode 103: The Mole, the Mob and the Meatball",2007-01-25,74,8.2,30,1885427,15937,527,0,4088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62847.5666666667,"Sam & Max Episode 103: The Mole, the Mob and the Meatball",NA,NA
The Sims 2: Bon Voyage,2007-09-04,74,7.3,1,3381690,20556,1122,0,5607,9,24,Simulation,T,7,1,1,5,0,0,3381690,The Sims 2: Bon Voyage,http://www.vgchartz.com/game/12481/the-sims-2-bon-voyage/,0.03
War Front: Turning Point,2007-02-23,73,7.2,40,43274,312,14,0,120,29,9,Strategy,T,16,13,0,2,1,1,1081.85,War Front: Turning Point,http://www.vgchartz.com/gamedb/?name=War+Front%3A+Turning+Point,0
Secrets of the Ark: A Broken Sword Game,2007-02-13,73,6.1,14,140706,2694,68,0,560,31,32,Adventure,T,16,14,1,5,1,1,10050.4285714286,Secrets of the Ark: A Broken Sword Game,http://www.vgchartz.com/gamedb/?name=Secrets+of+the+Ark%3A+A+Broken+Sword+Game,0
Penumbra: Overture,2007-05-08,73,7.8,7,19963,250,3,0,61,28,156,Action Adventure,M,16,12,0,25,12,12,2851.85714285714,Penumbra: Overture,http://www.vgchartz.com/game/26152/penumbra-overture/,0
Nancy Drew: The White Wolf of Icicle Creek,2007-06-07,73,6.4,0,0,0,0,0,0,9,8,Adventure,E,3,6,0,0,1,1,NaN,Nancy Drew: The White Wolf of Icicle Creek,http://www.vgchartz.com/gamedb/?name=Nancy+Drew%3A+The+White+Wolf+of+Icicle+Creek,0
The Sims: Life Stories,2007-02-06,72,7.6,48,359645,5991,70,0,2132,21,16,Simulation,T,9,12,0,3,2,2,7492.60416666667,The Sims: Life Stories,http://www.vgchartz.com/game/20017/the-sims-life-stories/,0.01
Sherlock Holmes: The Awakened,2007-09-11,72,7.4,9,7034727,25682,1822,0,2729,28,38,Adventure,M,14,12,2,2,1,1,781636.333333333,Sherlock Holmes: The Awakened,http://www.vgchartz.com/game/31030/sherlock-holmes-the-awakened/,0
Call of Juarez,2007-06-12,72,7.9,12,914031,20659,490,0,9339,25,224,Action,M,12,11,2,29,9,9,76169.25,Call of Juarez,http://www.vgchartz.com/game/27047/call-of-juarez/,0.01
Blazing Angels 2: Secret Missions of WWII,2007-09-21,72,4.9,50,101636,2430,45,0,821,9,9,Simulation,T,5,3,1,0,0,0,2032.72,Blazing Angels 2: Secret Missions of WWII,http://www.vgchartz.com/game/25270/blazing-angels-2-secret-missions-of-wwii/,0
Halo 2,2007-05-31,72,5.5,19,95489,1215,21,0,453,32,217,Action,M,14,18,0,22,11,11,5025.73684210526,Halo 2,http://www.vgchartz.com/game/12372/halo-2/,0.09
UFO: Afterlight,2007-06-11,71,7.6,13,139364,212,1,0,620,16,52,Strategy,T,10,5,1,19,2,2,10720.3076923077,UFO: Afterlight,http://www.vgchartz.com/game/23832/ufo-afterlight/,0
Brian Lara International Cricket 2007,2007-03-23,71,8.3,48,175067,4527,61,0,1202,7,7,Sports,NA,2,5,0,1,0,0,3647.22916666667,Brian Lara International Cricket 2007,http://www.vgchartz.com/game/38395/brian-lara-international-cricket-2007/,NA
TimeShift,2007-10-30,71,7.6,50,147034,3821,48,0,651,30,126,Action,M,15,15,0,14,8,8,2940.68,TimeShift,http://www.vgchartz.com/game/21975/timeshift/,0.01
Hellgate: London,2007-10-31,70,6.3,31,87643,289,14,0,86,40,375,Role-Playing,M,11,27,2,76,43,43,2827.1935483871,Hellgate: London,http://www.vgchartz.com/game/18611/hellgate-london/,0.02
Thrillville: Off the Rails,2007-10-09,70,3,49,8784758,75948,2867,0,24972,8,34,Strategy,E10+,4,3,1,1,2,2,179280.775510204,Thrillville: Off the Rails,http://www.vgchartz.com/game/30012/thrillville-off-the-rails/,0
Need for Speed: ProStreet,2007-11-13,70,6,49,90769,857,36,0,447,18,166,Driving,E10+,7,11,0,6,10,10,1852.42857142857,Need for Speed: ProStreet,http://www.vgchartz.com/game/15254/need-for-speed-prostreet/,0.04
Making History: The Calm and the Storm,2007-03-13,70,8.8,15,677918,1636,129,0,513,19,68,Strategy,E,7,12,0,17,4,4,45194.5333333333,Making History: The Calm and the Storm,http://www.vgchartz.com/gamedb/?name=Making+History%3A+The+Calm+and+the+Storm,NA
Top Spin 2,2007-03-16,70,7.2,18,49336,1327,18,0,107,8,20,Sports,E,2,6,0,2,1,1,2740.88888888889,Top Spin 2,http://www.vgchartz.com/game/33429/top-spin-2/,0
Nostradamus: The Last Prophecy,2007-09-30,70,5.9,45,32017,223,21,0,81,10,8,Adventure,E10+,2,7,1,1,1,1,711.488888888889,Nostradamus: The Last Prophecy,http://www.vgchartz.com/game/26388/nostradamus-the-last-prophecy/,0
Heroes of Might and Magic V: Tribes of the East,2007-10-16,70,8.6,50,87195,358,47,0,229,8,91,Strategy,T,3,5,0,9,0,0,1743.9,Heroes of Might and Magic V: Tribes of the East,http://www.vgchartz.com/game/26031/heroes-of-might-and-magic-v-tribes-of-the-east/,0
Rag Doll Kung Fu,2007-02-12,69,5,49,8422566,42431,1895,0,10760,7,107,Action,T,3,4,0,21,9,9,171889.102040816,Rag Doll Kung Fu,http://www.vgchartz.com/gamedb/?name=Rag+Doll+Kung+Fu,0
FreeStyle Street Basketball,2007-05-15,69,8.4,26,462362,5237,243,0,911,11,8,Sports,E,2,9,0,5,1,1,17783.1538461538,FreeStyle Street Basketball,http://www.vgchartz.com/gamedb/?name=FreeStyle+Street+Basketball,NA
Death to Spies,2007-10-16,69,7.7,13,1919257,15443,632,0,2306,14,32,Action Adventure,M,5,6,3,1,5,5,147635.153846154,Death to Spies,http://www.vgchartz.com/game/19932/death-to-spies/,0
Vanguard: Saga of Heroes,2007-01-30,68,7.1,6,103898,899,15,0,109,32,123,Role-Playing,T,11,19,2,49,9,9,17316.3333333333,Vanguard: Saga of Heroes,http://www.vgchartz.com/game/33135/vanguard-saga-of-heroes/,0
UFO: Extraterrestrials,2007-05-30,68,6.9,47,402804,2344,55,0,905,15,35,Strategy,E10+,5,10,0,7,3,3,8570.29787234042,UFO: Extraterrestrials,http://www.vgchartz.com/game/34309/ufo-extraterrestrials/,0.01
Avencast: Rise of the Mage,2007-11-14,68,7.3,9,17145,148,9,0,34,11,34,Role-Playing,T,4,6,1,5,2,2,1905,Avencast: Rise of the Mage,http://www.vgchartz.com/game/28058/avencast-rise-of-the-mage/,NA
Championship Manager 2008,2007-11-06,68,6.8,34,301820,4462,1159,0,516,9,4,Sports,NA,2,6,1,1,1,1,8877.05882352941,Championship Manager 2008,http://www.vgchartz.com/game/37392/championship-manager-2008/,0
Alien Shooter: Vengeance,2007-02-16,67,8.3,24,398395,585,44,0,134,17,49,Action,M,7,9,1,9,4,4,16599.7916666667,Alien Shooter: Vengeance,http://www.vgchartz.com/game/51510/alien-shooter-vengeance/,NA
Fantasy Wars,2007-11-08,67,8.4,32,20677,170,4,0,117,22,42,Strategy,T,10,10,2,13,2,2,646.15625,Fantasy Wars,http://www.vgchartz.com/game/24382/fantasy-wars/,0
Shadowrun,2007-05-29,67,6.3,18,35933,434,13,0,162,30,36,Action,M,8,21,1,6,1,1,1996.27777777778,Shadowrun,http://www.vgchartz.com/game/13312/shadowrun/,0
Kane & Lynch: Dead Men,2007-11-20,67,5.9,28,13553,97,4,0,50,24,238,Action,M,6,17,1,24,12,12,484.035714285714,Kane & Lynch: Dead Men,http://www.vgchartz.com/game/12252/kane-amp-lynch-dead-men/,0
The Sims: Pet Stories,2007-06-19,67,7.8,5,4248,165,2,0,43,10,20,Simulation,T,2,7,1,13,0,0,849.6,The Sims,http://www.vgchartz.com/game/6478/the-sims/,0.05
Runaway: The Dream of the Turtle,2007-03-14,67,8.1,44,131551,541,45,0,133,26,59,Adventure,T,7,18,1,6,1,1,2989.79545454545,Runaway: The Dream of the Turtle,http://www.vgchartz.com/gamedb/?name=Runaway%3A+The+Dream+of+the+Turtle,0
Culpa Innata,2007-11-02,66,7.9,0,0,0,0,0,0,13,42,Adventure,M,4,8,1,14,3,3,NaN,Culpa Innata,http://www.vgchartz.com/gamedb/?name=Culpa+Innata,NA
Team Fortress 2,2008-04-08,92,9.1,48,447355,4975,210,0,1325,17,5980,Action,M,17,0,0,NA,69,69,9319.89583333333,Team Fortress 2,http://www.vgchartz.com/game/14233/team-fortress-2/,0
Galactic Civilizations II: Twilight of the Arnor,2008-04-30,92,8.4,49,41722904,146209,11479,0,11326,19,132,Strategy,NA,19,0,0,18,4,4,851487.836734694,Galactic Civilizations II: Twilight of the Arnor,http://www.vgchartz.com/gamedb/?name=Galactic+Civilizations+II%3A+Twilight+of+the+Arnor,0
World of Warcraft: Wrath of the Lich King,2008-11-13,91,7.5,25,2367819,98054,929,0,10903,47,940,Role-Playing,T,47,0,0,61,23,23,94712.76,World of Warcraft: Wrath of the Lich King,http://www.vgchartz.com/game/13834/world-of-warcraft-wrath-of-the-lich-king/,1.32
Fallout 3,2008-10-28,91,7.9,10,4831,58,1,0,17,48,3491,Role-Playing,M,45,3,0,430,115,115,483.1,Fallout 3,http://www.vgchartz.com/game/13869/fallout-3/,0.98
Portal,2008-04-08,90,9.3,3,2926,113,4,0,16,27,4141,Action,T,27,0,0,757,43,43,975.333333333333,Portal,http://www.vgchartz.com/game/12414/portal/,0.01
Grand Theft Auto IV,2008-12-02,90,6.6,35,2932714,34062,1073,0,7798,40,2319,Action Adventure,M,38,2,0,187,89,89,83791.8285714286,Grand Theft Auto IV,http://www.vgchartz.com/game/25503/grand-theft-auto-iv/,0.88
Mass Effect,2008-05-28,89,8.6,33,43848,874,18,0,210,45,2430,Role-Playing,M,45,0,0,265,48,48,1328.72727272727,Mass Effect,http://www.vgchartz.com/game/16067/mass-effect/,0.67
GRID,2008-06-03,87,7.9,49,4047833,33706,511,0,6909,25,465,Driving,E,24,1,0,76,18,18,82608.8367346939,GRID,http://www.vgchartz.com/game/21864/grid/,0.04
Sins of a Solar Empire,2008-02-04,87,8.2,20,324867,19317,113,0,2511,52,275,Strategy,T,51,1,0,78,10,10,16243.35,Sins of a Solar Empire,http://www.vgchartz.com/game/15876/sins-of-a-solar-empire/,0.03
Warhammer Online: Age of Reckoning,2008-09-16,86,7.9,15,237400,2396,48,0,528,54,374,Role-Playing,T,52,2,0,103,20,20,15826.6666666667,Warhammer Online: Age of Reckoning,http://www.vgchartz.com/game/26942/warhammer-online-age-of-reckoning/,0.02
Dead Space,2008-10-20,86,8,39,3194961,56306,744,0,17010,28,1116,Action,M,27,1,0,156,47,47,81922.0769230769,Dead Space,http://www.vgchartz.com/game/23324/dead-space/,0.59
"Sam & Max Episode 205: What's New, Beelzebub?",2008-04-10,85,7.9,35,9032068,58817,4264,0,8510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258059.085714286,"Sam & Max Episode 205: What's New, Beelzebub?",NA,NA
The Lord of the Rings Online: Mines of Moria,2008-11-17,85,8.2,49,22198109,240081,6229,0,36540,24,99,Role-Playing,T,23,1,0,23,1,1,453022.632653061,The Lord of the Rings Online: Mines of Moria,http://www.vgchartz.com/game/26689/the-lord-of-the-rings-online-mines-of-moria/,0.02
Peggle Deluxe,2008-02-19,85,8.1,0,0,0,0,0,0,9,120,Miscellaneous,E,9,0,0,19,4,4,NaN,Peggle Deluxe,http://www.vgchartz.com/gamedb/?name=Peggle+Deluxe,NA
Sam & Max Episode 204: Chariots of the Dogs,2008-03-13,85,8.1,21,217276,1452,21,0,254,23,10,Adventure,T,18,5,0,1,0,0,10346.4761904762,Sam & Max Episode 204: Chariots of the Dogs,NA,NA
Far Cry 2,2008-10-21,85,5.8,47,980115,10628,228,0,2641,34,1353,Action,M,26,8,0,129,125,125,20853.5106382979,Far Cry 2,http://www.vgchartz.com/game/7430/far-cry-2/,0.48
AudioSurf,2008-02-15,85,8.8,13,1512309,11538,127,0,1745,25,708,Miscellaneous,NA,24,1,0,185,28,28,116331.461538462,AudioSurf,http://www.vgchartz.com/game/16788/audiosurf/,NA
Spore,2008-09-07,84,5.3,44,115124,947,45,0,422,75,1716,Strategy,E10+,62,13,0,169,121,121,2616.45454545455,Spore,http://www.vgchartz.com/game/14151/spore/,1.17
Crysis Warhead,2008-09-16,84,7.9,47,533574,7614,120,0,2202,56,519,Action,M,50,6,0,65,24,24,11352.6382978723,Crysis,http://www.vgchartz.com/game/7182/crysis/,0.71
Call of Duty: World at War,2008-11-10,83,7.5,40,409746,9015,164,0,2373,36,728,Action,M,31,5,0,66,40,40,10243.65,Call of Duty: World at War,http://www.vgchartz.com/game/23994/call-of-duty-world-at-war/,0.18
Spore Creature Creator,2008-06-17,83,8.1,0,0,0,0,0,0,7,60,Strategy,E,7,0,0,15,5,5,NaN,Spore,http://www.vgchartz.com/game/14151/spore/,1.17
GTR Evolution,2008-09-01,83,8.2,31,9743115,34448,2626,0,5232,19,63,Driving,E,18,1,0,5,2,2,314294.032258065,GTR Evolution,http://www.vgchartz.com/game/25388/gtr-evolution/,0.03
Sid Meier's Civilization IV: Colonization,2008-09-22,83,6.7,29,7842556,7211,4160,0,474,32,96,Strategy,E10+,28,4,0,11,10,10,270432.965517241,Sid Meier's Civilization IV,http://www.vgchartz.com/game/7308/sid-meiers-civilization-iv/,0.16
Out of the Park Baseball 9,2008-06-01,82,7.4,0,0,0,0,0,0,7,8,Sports,E,5,2,0,2,0,0,NaN,Out of the Park Baseball 9,http://www.vgchartz.com/gamedb/?name=Out+of+the+Park+Baseball+9,0
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,2008-09-15,81,8.2,38,3574048,44012,1462,0,9715,22,13,Miscellaneous,E10+,18,4,0,1,0,0,94053.8947368421,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,http://www.vgchartz.com/game/39661/strong-bads-cool-game-for-attractive-people-episode-2-strong-badia-the-free/,NA
Age of Conan: Hyborian Adventures,2008-05-20,80,7.3,45,903036,10395,640,0,1371,44,813,Role-Playing,M,36,8,0,221,51,51,20067.4666666667,Age of Conan: Hyborian Adventures,http://www.vgchartz.com/game/14530/age-of-conan-hyborian-adventures/,0
Sam & Max Episode 202: Moai Better Blues,2008-01-10,80,7.7,43,420055,8881,188,0,1974,30,9,Adventure,T,25,5,0,2,0,0,9768.72093023256,Sam & Max Episode 202: Moai Better Blues,NA,NA
Pure,2008-09-16,80,7,37,479572,7508,131,0,1274,18,30,Driving,E,16,2,0,0,0,0,12961.4054054054,Pure,http://www.vgchartz.com/gamedb/?name=Pure,0
Tomb Raider: Underworld,2008-11-18,80,7.7,40,8900860,157093,2867,0,18448,20,274,Action Adventure,T,18,2,0,33,14,14,222521.5,Tomb Raider: Underworld,http://www.vgchartz.com/game/21885/tomb-raider-underworld/,0.08
LEGO Batman: The Videogame,2008-09-23,80,7.8,49,25165857,362029,9075,0,56695,15,62,Action Adventure,E10+,13,2,0,6,1,1,513588.918367347,LEGO Batman: The Videogame,http://www.vgchartz.com/game/19095/lego-batman-the-videogame/,0.07
Brothers in Arms: Hell's Highway,2008-10-07,79,7.9,9,1086080,5638,160,0,1293,22,132,Action,M,18,4,0,28,2,2,120675.555555556,Brothers in Arms: Hell's Highway,http://www.vgchartz.com/game/24383/brothers-in-arms-hells-highway/,0.02
Europa Universalis: Rome - Vae Victis,2008-11-19,79,8.6,34,208679,2089,74,0,417,7,21,Strategy,E10+,5,2,0,2,0,0,6137.61764705882,Europa Universalis: Rome,http://www.vgchartz.com/game/17394/europa-universalis-rome/,0
Pro Evolution Soccer 2009,2008-11-12,79,7.4,47,6493302,42900,2603,0,9529,12,34,Sports,E,9,3,0,2,0,0,138155.361702128,Pro Evolution Soccer 2009,NA,0.01
Assassin's Creed: Director's Cut Edition,2008-04-08,79,7.5,50,4107536,18461,765,0,3622,38,809,Action Adventure,M,30,8,0,84,55,55,82150.72,Assassin's Creed,http://www.vgchartz.com/game/16095/assassins-creed/,0.91
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,2008-10-27,79,8.1,17,8229764,98770,2623,0,28734,18,8,Miscellaneous,E10+,11,7,0,1,0,0,484103.764705882,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,http://www.vgchartz.com/game/39662/strong-bads-cool-game-for-attractive-people-episode-3-baddest-of-the-bands/,NA
Sam & Max Episode 203: Night of the Raving Dead,2008-02-12,79,8.2,32,9574,137,3,0,143,26,13,Adventure,T,19,7,0,1,0,0,299.1875,Sam & Max Episode 203: Night of the Raving Dead,NA,NA
FlatOut: Ultimate Carnage,2008-08-26,79,7.7,32,1365285,6864,272,0,1158,16,129,Driving,T,12,4,0,15,2,2,42665.15625,FlatOut: Ultimate Carnage,http://www.vgchartz.com/game/14754/flatout-ultimate-carnage/,0.01
King's Bounty: The Legend,2008-09-23,79,8.6,0,0,0,0,0,0,26,265,Strategy,T,21,5,0,37,4,4,NaN,King's Bounty: The Legend,http://www.vgchartz.com/game/18062/kings-bounty-the-legend/,0
LEGO Indiana Jones: The Original Adventures,2008-06-03,78,7.7,12,8158056,42796,1768,0,3563,14,35,Adventure,E10+,11,3,0,7,0,0,679838,LEGO Indiana Jones: The Original Adventures,http://www.vgchartz.com/game/15201/lego-indiana-jones-the-original-adventures/,0.04
Tom Clancy's Rainbow Six: Vegas 2,2008-04-15,78,7.3,16,624416,1732,259,0,299,20,186,Action,M,16,4,0,32,16,16,39026,Tom Clancy's Rainbow Six: Vegas 2,http://www.vgchartz.com/game/15671/tom-clancys-rainbow-six-vegas-2/,0.02
Devil May Cry 4,2008-07-08,78,8.5,16,1621096,9980,322,0,2332,21,355,Action,M,15,6,0,36,6,6,101318.5,Devil May Cry 4,http://www.vgchartz.com/game/14143/devil-may-cry-4/,0.04
Penumbra: Black Plague,2008-02-13,78,8.7,50,40444106,95887,11509,0,9333,29,176,Action Adventure,M,21,8,0,40,2,2,808882.12,Penumbra: Black Plague,http://www.vgchartz.com/gamedb/?name=Penumbra%3A+Black+Plague,0
Bejeweled Twist,2008-10-27,78,7.3,49,152573,1343,27,0,537,12,11,Miscellaneous,E,8,4,0,2,0,0,3113.73469387755,Bejeweled Twist,http://www.vgchartz.com/game/33580/bejeweled-twist/,0.05
FIFA Soccer 09,2008-10-14,77,6.8,48,517992,5616,130,0,1254,15,36,Sports,E,11,4,0,1,1,1,10791.5,FIFA Soccer 09,http://www.vgchartz.com/game/25799/fifa-soccer-09/,0.02
Command & Conquer 3: Kane's Wrath,2008-03-24,77,8.1,11,198534,808,73,0,62,44,105,Strategy,T,32,12,0,11,8,8,18048.5454545455,Command & Conquer 3: Kane's Wrath,http://www.vgchartz.com/game/15705/command-amp-conquer-3-kanes-wrath/,0.02
Penny Arcade Adventures: Episode One,2008-05-21,77,8.3,34,1182867,20531,471,0,2757,23,90,Adventure,M,18,4,1,43,2,2,34790.2058823529,Penny Arcade Adventures: Episode One,http://www.vgchartz.com/gamedb/?name=Penny+Arcade+Adventures%3A+Episode+One,NA
Pirates of the Burning Sea,2008-01-21,76,7.6,35,12205,179,4,0,50,30,61,Role-Playing,T,23,6,1,17,3,3,348.714285714286,Pirates of the Burning Sea,http://www.vgchartz.com/game/26484/pirates-of-the-burning-sea/,0.02
S.T.A.L.K.E.R.: Clear Sky,2008-09-15,75,7.7,0,0,0,0,0,0,47,484,Action,M,24,22,1,45,28,28,NaN,S.T.A.L.K.E.R.: Clear Sky,http://www.vgchartz.com/game/25387/stalker-clear-sky/,0.04
The Sims 2 Apartment Life,2008-08-26,75,7.7,50,186152,3021,119,0,691,10,19,Miscellaneous,T,5,5,0,1,0,0,3723.04,The Sims 2,http://www.vgchartz.com/game/6479/the-sims-2/,0.29
A Vampyre Story,2008-12-02,75,8.5,45,62081,949,56,0,216,33,25,Adventure,T,19,12,2,3,0,0,1379.57777777778,A Vampyre Story,http://www.vgchartz.com/game/26652/a-vampyre-story/,0.02
Dungeon Runners,2008-07-02,74,5.8,32,1270095,3716,293,0,545,16,12,Role-Playing,T,12,4,0,4,2,2,39690.46875,Dungeon Runners,http://www.vgchartz.com/gamedb/?name=Dungeon+Runners,0
The Sims 2: FreeTime,2008-02-26,74,7.3,44,1140365,14350,277,0,2386,13,17,Simulation,T,7,5,1,2,0,0,25917.3863636364,The Sims 2: FreeTime,http://www.vgchartz.com/game/18980/the-sims-2-freetime/,0
Europa Universalis: Rome,2008-04-15,73,6.3,50,4784463,28978,637,0,6294,19,43,Strategy,E10+,11,8,0,2,1,1,95689.26,Europa Universalis: Rome,http://www.vgchartz.com/game/17394/europa-universalis-rome/,0
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,2008-08-11,73,8,49,157967,3752,69,0,622,29,15,Miscellaneous,T,16,12,1,5,0,0,3223.81632653061,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,http://www.vgchartz.com/gamedb/?name=Strong+Bad's+Cool+Game+for+Attractive+People+Episode+1%3A+Homestar+Ruiner,0
The Sims: Castaway Stories,2008-01-29,73,7.6,47,454661,1835,119,0,648,9,22,Simulation,T,5,3,1,1,0,0,9673.63829787234,The Sims,http://www.vgchartz.com/game/6478/the-sims/,0.05
The Political Machine 2008,2008-06-24,73,6.6,4,131070,655,39,0,110,19,5,Strategy,E10+,9,10,0,1,0,0,32767.5,The Political Machine 2008,http://www.vgchartz.com/game/31013/the-political-machine-2008/,0
Frontlines: Fuel of War,2008-02-25,73,6.9,47,6493337,42900,2603,0,9529,19,171,Action,T,9,10,0,26,11,11,138156.106382979,Frontlines: Fuel of War,http://www.vgchartz.com/game/21913/frontlines-fuel-of-war/,0.02
"Warhammer 40,000: Dawn of War - Soulstorm",2008-03-04,73,8.1,20,1623151,9999,322,0,2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81157.55,Warhammer 40,http://www.vgchartz.com/game/20078/warhammer-40000-dawn-of-war-ii/,0.47
Neverwinter Nights 2: Storm of Zehir,2008-11-18,73,7.2,12,79916,917,22,0,832,15,67,Role-Playing,T,7,8,0,8,3,3,6659.66666666667,Neverwinter Nights 2: Storm of Zehir,http://www.vgchartz.com/game/28309/neverwinter-nights-2-storm-of-zehir/,0.01
X3: Terran Conflict,2008-10-16,73,7.9,11,5689,236,3,0,66,16,222,Simulation,T,7,9,0,56,14,14,517.181818181818,X3: Terran Conflict,http://www.vgchartz.com/game/33299/x3-terran-conflict/,0.03
Bully: Scholarship Edition,2008-10-21,72,7.5,39,269973,6451,85,0,1612,11,260,Action Adventure,T,6,4,1,35,15,15,6922.38461538462,Bully: Scholarship Edition,http://www.vgchartz.com/game/27620/bully-scholarship-edition/,0.03
Mount & Blade,2008-09-30,72,8.7,10,2085354,9510,593,0,1994,28,458,Role-Playing,T,15,12,1,104,15,15,208535.4,Mount & Blade,http://www.vgchartz.com/game/25396/mount-amp-blade/,0.02
Crazy Machines 2,2008-06-20,72,7.4,7,49054,1457,20,0,431,12,20,Miscellaneous,E,5,7,0,1,0,0,7007.71428571429,Crazy Machines 2,http://www.vgchartz.com/game/19222/crazy-machines-2/,NA
Rail Simulator,2008-01-16,72,6.9,39,133810,2420,66,0,979,13,24,Simulation,E,6,7,0,4,1,1,3431.02564102564,Rail Simulator,http://www.vgchartz.com/game/15074/rail-simulator/,0.01
The Lost Crown: A Ghost-hunting Adventure,2008-03-03,71,7.5,46,1225927,24781,212,0,2710,23,26,Action Adventure,T,10,12,1,3,1,1,26650.5869565217,The Lost Crown: A Ghost-hunting Adventure,http://www.vgchartz.com/game/16997/the-lost-crown-a-ghost-hunting-adventure/,0
Sherlock Holmes: Nemesis,2008-04-14,71,7.5,31,11751,183,5,0,84,20,20,Adventure,E10+,7,13,0,1,3,3,379.064516129032,Sherlock Holmes: Nemesis,http://www.vgchartz.com/game/18654/sherlock-holmes-nemesis/,0
Sacred 2: Fallen Angel,2008-11-11,71,6.8,40,287846,4468,120,0,870,41,205,Role-Playing,M,21,19,1,22,9,9,7196.15,Sacred 2: Fallen Angel,http://www.vgchartz.com/game/26408/sacred-2-fallen-angel/,0.06
DreamWorks Kung Fu Panda,2008-06-03,71,7.8,9,3571239,21334,782,0,5382,11,12,Action,E10+,4,6,1,1,1,1,396804.333333333,DreamWorks Kung Fu Panda,http://www.vgchartz.com/gamedb/?name=DreamWorks+Kung+Fu+Panda,NA
Romance of the Three Kingdoms XI,2008-09-09,70,8.3,21,79206,355,18,0,141,11,43,Strategy,E10+,4,6,1,12,0,0,3771.71428571429,Romance of the Three Kingdoms XI,http://www.vgchartz.com/gamedb/?name=Romance+of+the+Three+Kingdoms+XI,0
007: Quantum of Solace,2008-11-04,70,6.3,46,639208,4928,237,0,1477,18,54,Action,T,5,13,0,4,5,5,13895.8260869565,007: Quantum of Solace,http://www.vgchartz.com/game/21878/007-quantum-of-solace/,0.03
MySims,2008-10-28,70,6.4,41,78007,439,24,0,233,12,8,Simulation,E,2,10,0,1,0,0,1902.60975609756,MySims,http://www.vgchartz.com/game/41779/mysims/,0.03
Lost Planet: Extreme Condition Colonies Edition,2008-05-27,70,7.4,33,118107,688,7,0,356,7,38,Action,T,3,4,0,0,1,1,3579,Lost Planet: Extreme Condition,http://www.vgchartz.com/game/22928/lost-planet-extreme-condition/,0
Mercenaries 2: World in Flames,2008-09-04,70,5.9,49,290330,2670,102,0,1739,20,65,Action Adventure,T,6,14,0,4,7,7,5925.10204081633,Mercenaries 2: World in Flames,http://www.vgchartz.com/game/21594/mercenaries-2-world-in-flames/,0
Dracula: Origin,2008-06-02,70,6.5,50,8129925,175621,4405,0,26625,31,21,Adventure,T,12,17,2,1,1,1,162598.5,Dracula: Origin,http://www.vgchartz.com/game/19978/dracula-origin/,0
Nancy Drew: The Phantom of Venice,2008-07-11,69,6.6,9,964099,6551,335,0,1009,7,8,Adventure,E,3,3,1,0,1,1,107122.111111111,Nancy Drew: The Phantom of Venice,http://www.vgchartz.com/game/23246/nancy-drew-the-phantom-of-venice/,0.01
Jack Keane,2008-04-15,69,7,49,27431828,216091,9962,0,59138,25,21,Adventure,T,5,20,0,5,1,1,559833.224489796,Jack Keane,http://www.vgchartz.com/game/23881/jack-keane/,0.03
FIFA Manager 09,2008-12-19,69,7.1,50,40446,500,14,0,231,13,22,Sports,E,5,7,1,2,1,1,808.92,FIFA Manager 09,http://www.vgchartz.com/game/28277/fifa-manager-09/,0
Nikopol: Secrets of the Immortals,2008-09-20,68,6,48,164798,586,39,0,95,14,30,Adventure,T,6,6,2,3,1,1,3433.29166666667,Nikopol: Secrets of the Immortals,http://www.vgchartz.com/gamedb/?name=Nikopol%3A+Secrets+of+the+Immortals,0
Sinking Island,2008-08-21,68,7.1,23,27458,146,13,0,24,8,20,Adventure,T,1,7,0,0,1,1,1193.82608695652,Sinking Island,http://www.vgchartz.com/game/32628/sinking-island/,0
